date,acquisition_key,burst_count,platforms,absolute_orbit,missing_bursts,burst_scene_names_json
2022-02-03,27|SENTINEL-1A|2022-02-03,4,SENTINEL-1A,41749,,"{""027_056011_IW2"": ""S1_056011_IW2_20220203T125532_VV_04F6-BURST"", ""027_056012_IW2"": ""S1_056012_IW2_20220203T125535_VV_04F6-BURST"", ""027_056013_IW2"": ""S1_056013_IW2_20220203T125538_VV_FCD4-BURST"", ""027_056014_IW2"": ""S1_056014_IW2_20220203T125540_VV_FCD4-BURST""}"
2022-02-15,27|SENTINEL-1A|2022-02-15,4,SENTINEL-1A,41924,,"{""027_056011_IW2"": ""S1_056011_IW2_20220215T125532_VV_3B5F-BURST"", ""027_056012_IW2"": ""S1_056012_IW2_20220215T125535_VV_3B5F-BURST"", ""027_056013_IW2"": ""S1_056013_IW2_20220215T125538_VV_FDC2-BURST"", ""027_056014_IW2"": ""S1_056014_IW2_20220215T125540_VV_FDC2-BURST""}"
2022-02-27,27|SENTINEL-1A|2022-02-27,4,SENTINEL-1A,42099,,"{""027_056011_IW2"": ""S1_056011_IW2_20220227T125532_VV_D031-BURST"", ""027_056012_IW2"": ""S1_056012_IW2_20220227T125535_VV_D031-BURST"", ""027_056013_IW2"": ""S1_056013_IW2_20220227T125537_VV_D61E-BURST"", ""027_056014_IW2"": ""S1_056014_IW2_20220227T125540_VV_D61E-BURST""}"
2022-03-11,27|SENTINEL-1A|2022-03-11,4,SENTINEL-1A,42274,,"{""027_056011_IW2"": ""S1_056011_IW2_20220311T125532_VV_236F-BURST"", ""027_056012_IW2"": ""S1_056012_IW2_20220311T125535_VV_236F-BURST"", ""027_056013_IW2"": ""S1_056013_IW2_20220311T125538_VV_7E32-BURST"", ""027_056014_IW2"": ""S1_056014_IW2_20220311T125540_VV_7E32-BURST""}"
2022-03-23,27|SENTINEL-1A|2022-03-23,4,SENTINEL-1A,42449,,"{""027_056011_IW2"": ""S1_056011_IW2_20220323T125532_VV_4807-BURST"", ""027_056012_IW2"": ""S1_056012_IW2_20220323T125535_VV_4807-BURST"", ""027_056013_IW2"": ""S1_056013_IW2_20220323T125538_VV_0DD9-BURST"", ""027_056014_IW2"": ""S1_056014_IW2_20220323T125541_VV_0DD9-BURST""}"
2022-04-04,27|SENTINEL-1A|2022-04-04,4,SENTINEL-1A,42624,,"{""027_056011_IW2"": ""S1_056011_IW2_20220404T125533_VV_FA07-BURST"", ""027_056012_IW2"": ""S1_056012_IW2_20220404T125535_VV_FA07-BURST"", ""027_056013_IW2"": ""S1_056013_IW2_20220404T125538_VV_6C4B-BURST"", ""027_056014_IW2"": ""S1_056014_IW2_20220404T125541_VV_6C4B-BURST""}"
2022-04-16,27|SENTINEL-1A|2022-04-16,4,SENTINEL-1A,42799,,"{""027_056011_IW2"": ""S1_056011_IW2_20220416T125533_VV_064F-BURST"", ""027_056012_IW2"": ""S1_056012_IW2_20220416T125536_VV_064F-BURST"", ""027_056013_IW2"": ""S1_056013_IW2_20220416T125538_VV_8E15-BURST"", ""027_056014_IW2"": ""S1_056014_IW2_20220416T125541_VV_8E15-BURST""}"
2022-04-28,27|SENTINEL-1A|2022-04-28,4,SENTINEL-1A,42974,,"{""027_056011_IW2"": ""S1_056011_IW2_20220428T125533_VV_880C-BURST"", ""027_056012_IW2"": ""S1_056012_IW2_20220428T125536_VV_880C-BURST"", ""027_056013_IW2"": ""S1_056013_IW2_20220428T125539_VV_F168-BURST"", ""027_056014_IW2"": ""S1_056014_IW2_20220428T125542_VV_F168-BURST""}"
2022-05-10,27|SENTINEL-1A|2022-05-10,4,SENTINEL-1A,43149,,"{""027_056011_IW2"": ""S1_056011_IW2_20220510T125534_VV_CE2D-BURST"", ""027_056012_IW2"": ""S1_056012_IW2_20220510T125537_VV_CE2D-BURST"", ""027_056013_IW2"": ""S1_056013_IW2_20220510T125540_VV_CF5B-BURST"", ""027_056014_IW2"": ""S1_056014_IW2_20220510T125542_VV_CF5B-BURST""}"
2022-05-22,27|SENTINEL-1A|2022-05-22,4,SENTINEL-1A,43324,,"{""027_056011_IW2"": ""S1_056011_IW2_20220522T125535_VV_FB43-BURST"", ""027_056012_IW2"": ""S1_056012_IW2_20220522T125538_VV_FB43-BURST"", ""027_056013_IW2"": ""S1_056013_IW2_20220522T125540_VV_9CA9-BURST"", ""027_056014_IW2"": ""S1_056014_IW2_20220522T125543_VV_9CA9-BURST""}"
2022-06-03,27|SENTINEL-1A|2022-06-03,4,SENTINEL-1A,43499,,"{""027_056011_IW2"": ""S1_056011_IW2_20220603T125536_VV_798B-BURST"", ""027_056012_IW2"": ""S1_056012_IW2_20220603T125539_VV_798B-BURST"", ""027_056013_IW2"": ""S1_056013_IW2_20220603T125541_VV_F280-BURST"", ""027_056014_IW2"": ""S1_056014_IW2_20220603T125544_VV_F280-BURST""}"
2022-06-15,27|SENTINEL-1A|2022-06-15,4,SENTINEL-1A,43674,,"{""027_056011_IW2"": ""S1_056011_IW2_20220615T125536_VV_E905-BURST"", ""027_056012_IW2"": ""S1_056012_IW2_20220615T125539_VV_E905-BURST"", ""027_056013_IW2"": ""S1_056013_IW2_20220615T125542_VV_2854-BURST"", ""027_056014_IW2"": ""S1_056014_IW2_20220615T125545_VV_2854-BURST""}"
2022-06-27,27|SENTINEL-1A|2022-06-27,4,SENTINEL-1A,43849,,"{""027_056011_IW2"": ""S1_056011_IW2_20220627T125537_VV_5A82-BURST"", ""027_056012_IW2"": ""S1_056012_IW2_20220627T125540_VV_5A82-BURST"", ""027_056013_IW2"": ""S1_056013_IW2_20220627T125543_VV_049A-BURST"", ""027_056014_IW2"": ""S1_056014_IW2_20220627T125546_VV_049A-BURST""}"
2022-07-09,27|SENTINEL-1A|2022-07-09,4,SENTINEL-1A,44024,,"{""027_056011_IW2"": ""S1_056011_IW2_20220709T125538_VV_E938-BURST"", ""027_056012_IW2"": ""S1_056012_IW2_20220709T125541_VV_E938-BURST"", ""027_056013_IW2"": ""S1_056013_IW2_20220709T125544_VV_1646-BURST"", ""027_056014_IW2"": ""S1_056014_IW2_20220709T125546_VV_1646-BURST""}"
2022-07-21,27|SENTINEL-1A|2022-07-21,4,SENTINEL-1A,44199,,"{""027_056011_IW2"": ""S1_056011_IW2_20220721T125539_VV_80CC-BURST"", ""027_056012_IW2"": ""S1_056012_IW2_20220721T125542_VV_80CC-BURST"", ""027_056013_IW2"": ""S1_056013_IW2_20220721T125544_VV_F9C6-BURST"", ""027_056014_IW2"": ""S1_056014_IW2_20220721T125547_VV_F9C6-BURST""}"
2022-08-02,27|SENTINEL-1A|2022-08-02,4,SENTINEL-1A,44374,,"{""027_056011_IW2"": ""S1_056011_IW2_20220802T125540_VV_2F4E-BURST"", ""027_056012_IW2"": ""S1_056012_IW2_20220802T125542_VV_2F4E-BURST"", ""027_056013_IW2"": ""S1_056013_IW2_20220802T125545_VV_BD8B-BURST"", ""027_056014_IW2"": ""S1_056014_IW2_20220802T125548_VV_BD8B-BURST""}"
2022-08-14,27|SENTINEL-1A|2022-08-14,4,SENTINEL-1A,44549,,"{""027_056011_IW2"": ""S1_056011_IW2_20220814T125540_VV_7CE5-BURST"", ""027_056012_IW2"": ""S1_056012_IW2_20220814T125543_VV_7CE5-BURST"", ""027_056013_IW2"": ""S1_056013_IW2_20220814T125546_VV_82F0-BURST"", ""027_056014_IW2"": ""S1_056014_IW2_20220814T125549_VV_82F0-BURST""}"
2022-08-26,27|SENTINEL-1A|2022-08-26,4,SENTINEL-1A,44724,,"{""027_056011_IW2"": ""S1_056011_IW2_20220826T125541_VV_B5B7-BURST"", ""027_056012_IW2"": ""S1_056012_IW2_20220826T125544_VV_B5B7-BURST"", ""027_056013_IW2"": ""S1_056013_IW2_20220826T125546_VV_F72C-BURST"", ""027_056014_IW2"": ""S1_056014_IW2_20220826T125549_VV_F72C-BURST""}"
2022-09-07,27|SENTINEL-1A|2022-09-07,4,SENTINEL-1A,44899,,"{""027_056011_IW2"": ""S1_056011_IW2_20220907T125542_VV_3B2E-BURST"", ""027_056012_IW2"": ""S1_056012_IW2_20220907T125544_VV_3B2E-BURST"", ""027_056013_IW2"": ""S1_056013_IW2_20220907T125547_VV_6E8F-BURST"", ""027_056014_IW2"": ""S1_056014_IW2_20220907T125550_VV_6E8F-BURST""}"
