row0,col0,center_row,center_col,median_coherence,median_velocity_mm_per_yr,median_velocity_std_mm_per_yr,min_edge_distance_m,min_support
750,1750,775,1775,0.39089335501194,-50.66954344511032,4.289593081921339,576.8882040742383,1.0
750,1900,775,1925,0.31664222478866577,-40.350763127207756,3.512298339046538,1280.6248474865697,1.0
750,1950,775,1975,0.3276674896478653,-31.722651794552803,3.2061212696135044,536.6563145999496,1.0
750,2000,775,2025,0.28038521111011505,-28.20490300655365,3.39458673261106,480.0,1.0
750,2050,775,2075,0.3050648272037506,-24.170834571123123,3.2955778297036886,1531.012736720371,1.0
750,2100,775,2125,0.3288950026035309,-23.283902555704117,3.0215802835300565,2803.711825420009,1.0
750,2150,775,2175,0.3655972331762314,-13.458944391459227,2.791942679323256,3327.7019097268912,1.0
750,2200,775,2225,0.3004446029663086,-14.451565220952034,2.3343617795035243,3400.0,1.0
750,2250,775,2275,0.26206496357917786,-6.6443325486034155,2.2630952298641205,3280.2438933713447,1.0
750,2300,775,2325,0.28474852442741394,-4.94662462733686,2.2912375861778855,1874.459922217597,1.0
750,2350,775,2375,0.22630326449871063,-0.09684219912742265,2.5252506602555513,1440.0,1.0
750,2400,775,2425,0.32945334911346436,0.489182973979041,2.4733637692406774,1523.1546211727818,1.0
750,2450,775,2475,0.2783520370721817,-5.762228276580572,2.458010450936854,2785.6776554368244,1.0
750,2500,775,2525,0.21902253478765488,-7.15107168070972,2.0908695878461003,4604.345773288535,1.0
750,2550,775,2575,0.2796498090028763,3.7479738239198923,1.9647302106022835,4196.951274437196,1.0
750,2600,775,2625,0.24736470729112625,0.40296377846971154,1.961620175279677,2223.1509170544405,1.0
750,2650,775,2675,0.24080786854028702,2.3873650934547186,1.9804876064881682,252.98221281347037,1.0
800,600,825,625,0.28578947484493256,-32.72375464439392,6.004707422107458,0.0,1.0
