station_key,state,site_name,latitude,longitude,well_type,n_seasons,dist_km_H001,dist_km_H004,dist_km_H002,dist_km_H003,min_dist_km_to_any,within_2km,within_5km,within_10km,within_20km
Faridabad   Ballabgarh     Manjhawali        Manjhawali-DW|28.36944|77.4775,Haryana,Faridabad   Ballabgarh     Manjhawali        Manjhawali-DW,28.3694444,77.4775,Dug Well,1,42.25259410772328,45.10986227573249,63.34517795604943,61.85571637374213,42.25259410772328,False,False,False,False
Faridabad   Ballabgarh     Sakrana           Sakrana-DW|28.3|77.25833,Haryana,Faridabad   Ballabgarh     Sakrana           Sakrana-DW,28.3,77.2583333,Dug Well,1,30.079338636843357,32.662710150315945,60.064582935341654,58.58345390882918,30.079338636843357,False,False,False,False
Faridabad   Ballabgarh     Sanped            Sanped-DW|28.28611|77.34167,Haryana,Faridabad   Ballabgarh     Sanped            Sanped-DW,28.2861111,77.3416667,Dug Well,1,36.494744007147816,39.23482738458518,64.39923816149285,62.89318706326454,36.494744007147816,False,False,False,False
Faridabad   Ballabgarh     Shahjahanpur      Shahjahanpur-DW|28.48333|77.30278,Haryana,Faridabad   Ballabgarh     Shahjahanpur      Shahjahanpur-DW,28.4833333,77.3027778,Dug Well,1,22.04816032327906,24.802209206583864,43.15454573001788,41.644299179222294,22.04816032327906,False,False,False,False
Faridabad   Ballabgarh     Sikri             Sikri|28.27917|77.28333,Haryana,Faridabad   Ballabgarh     Sikri             Sikri,28.2791667,77.2833333,Dug Well,1,33.38884968404313,35.99348860331652,63.029667256605656,61.541065494143126,33.38884968404313,False,False,False,False
Faridabad   Ballabgarh     Sotai             Sotai|28.29167|77.36111,Haryana,Faridabad   Ballabgarh     Sotai             Sotai,28.2916667,77.3611111,unspecified,1,37.42183688028768,40.19766595202491,64.63752817655009,63.12817968088475,37.42183688028768,False,False,False,False
Faridabad   Ballabgarh     Tigaon            Tigaon-Pz|28.34722|77.38972,Haryana,Faridabad   Ballabgarh     Tigaon            Tigaon-Pz,28.3472222,77.3897222,Bore Well,1,35.82932236535594,38.68655690569547,60.508171839883616,58.997390067337626,35.82932236535594,False,False,False,False
Faridabad   Faridabad      Anangpur          Anangpur-DW|28.4625|77.26667,Haryana,Faridabad   Faridabad      Anangpur          Anangpur-DW,28.4625,77.2666667,Dug Well,1,19.255477731944133,22.09550316492086,43.51394718793648,42.00478888883166,19.255477731944133,False,False,False,True
Faridabad   Faridabad      Bhopani           Bhopani|28.42917|77.39167,Haryana,Faridabad   Faridabad      Bhopani           Bhopani,28.4291667,77.3916667,unspecified,1,32.01581107876382,34.84594674078987,52.980896889981395,51.48107088364536,32.01581107876382,False,False,False,False
Faridabad   Faridabad      Paota             Paota|28.37278|77.19472,Haryana,Faridabad   Faridabad      Paota             Paota,28.3727778,77.1947222,unspecified,1,19.883313606327423,22.452579254188528,50.59879009779636,49.14279108149904,19.883313606327423,False,False,False,True
Gautam Buddha   Bisrakh          Sector 62 A      Sector- 62|28.52|77.39,Uttar Pradesh,Gautam Buddha   Bisrakh          Sector 62 A      Sector- 62,28.52,77.39,Bore Well,2,30.160603077315855,32.722323460677316,45.06645399565504,43.604079733862214,30.160603077315855,False,False,False,False
Gautam Buddha   Bisrakh          Sector72         Sector-72|28.589|77.38,Uttar Pradesh,Gautam Buddha   Bisrakh          Sector72         Sector-72 ,28.589,77.38,Bore Well,2,30.1321099208539,32.30090217784952,39.06748844465126,37.66103431441207,30.1321099208539,False,False,False,False
Gautam Buddha Nagar Bisrakh        Sector 62 A      Sector-|28.52|77.39,Uttar Pradesh,Gautam Buddha Nagar Bisrakh        Sector 62 A      Sector- ,28.52,77.39,Bore Well,1,30.160603077315855,32.722323460677316,45.06645399565504,43.604079733862214,30.160603077315855,False,False,False,False
Gautam Buddha Nagar Bisrakh        Sector72         Sector-7|28.589|77.38,Uttar Pradesh,Gautam Buddha Nagar Bisrakh        Sector72         Sector-7,28.589,77.38,Bore Well,1,30.1321099208539,32.30090217784952,39.06748844465126,37.66103431441207,30.1321099208539,False,False,False,False
Ghaziabad           Gaziabad Urban   Morta            Morta|28.725|77.483,Uttar Pradesh,Ghaziabad           Gaziabad Urban   Morta            Morta ,28.725,77.483,Bore Well,1,45.286115815899,46.862439942538266,41.15439645437199,40.14033861471493,40.14033861471493,False,False,False,False
Ghaziabad       Gaziabad Urban   Morta            Morta Pz G|28.725|77.483,Uttar Pradesh,Ghaziabad       Gaziabad Urban   Morta            Morta Pz G,28.725,77.483,Bore Well,2,45.286115815899,46.862439942538266,41.15439645437199,40.14033861471493,40.14033861471493,False,False,False,False
Gurgaon         Farukhnagar    Fazilpur Badli     Fazilpur B|28.425|76.85833,Haryana,Gurgaon         Farukhnagar    Fazilpur Badli     Fazilpur B,28.425,76.8583333,Bore Well,1,24.277527418412475,22.715923142560367,48.20407691318184,47.3486908865282,22.715923142560367,False,False,False,False
Gurgaon         Farukhnagar    Khera Khurrampur   Khera Khur|28.44167|76.77222,Haryana,Gurgaon         Farukhnagar    Khera Khurrampur   Khera Khur,28.4416667,76.7722222,Bore Well,1,31.47634339802904,29.491514268445588,50.890171664068696,50.25264665374756,29.491514268445588,False,False,False,False
Gurgaon         Farukhnagar    Wazirpur           Wazirpur-P|28.425|76.88333,Haryana,Gurgaon         Farukhnagar    Wazirpur           Wazirpur-P,28.425,76.8833333,Bore Well,1,22.110122486296458,20.684655672611264,47.192042131710934,46.27926298218774,20.684655672611264,False,False,False,False
Gurgaon         Gurgaon        Hazipur            Hazipur|28.41556|76.85833,Haryana,Gurgaon         Gurgaon        Hazipur            Hazipur,28.4155556,76.8583333,unspecified,1,24.759056872419773,23.290392206059284,49.15186364578061,48.28451907693597,23.290392206059284,False,False,False,False
Gurgaon         Pataudi        Lokra              Lokra-Pz|28.27083|76.75556,Haryana,Gurgaon         Pataudi        Lokra              Lokra-Pz,28.2708333,76.7555556,Bore Well,1,42.311864973699706,41.37501761279105,68.03312659883835,67.20283575014443,41.37501761279105,False,False,False,False
Gurgaon         Pataudi        Meoka              Meoka-Pz|28.40889|76.91917,Haryana,Gurgaon         Pataudi        Meoka              Meoka-Pz,28.4088889,76.9191667,Bore Well,1,20.177950749348486,19.201633534746126,47.62540548592949,46.61532007251314,19.201633534746126,False,False,False,True
Gurgaon     Farukhnagar    Budehra            Budehra|28.46111|76.98472,Haryana,Gurgaon     Farukhnagar    Budehra            Budehra,28.4611111,76.9847222,Dug Well,1,11.564029309128248,10.589513255689408,40.314923533925814,39.192785924594844,10.589513255689408,False,False,False,True
Gurgaon     Farukhnagar    Budehra          Budehra|28.46111|76.98472,Haryana,Gurgaon     Farukhnagar    Budehra          Budehra,28.4611111,76.9847222,Dug Well,1,11.564029309128248,10.589513255689408,40.314923533925814,39.192785924594844,10.589513255689408,False,False,False,True
Gurgaon     Farukhnagar    Farrukh Nagar      Farrukh Nagar-|28.44722|76.825,Haryana,Gurgaon     Farukhnagar    Farrukh Nagar      Farrukh Nagar-,28.4472222,76.825,Bore Well,1,26.36549803103239,24.466672699421053,47.56512033523709,46.81900153261758,24.466672699421053,False,False,False,False
Gurgaon     Farukhnagar    Farrukh Nagar    Farrukh Nagar-Pz|28.44722|76.825,Haryana,Gurgaon     Farukhnagar    Farrukh Nagar    Farrukh Nagar-Pz,28.4472222,76.825,Bore Well,1,26.36549803103239,24.466672699421053,47.56512033523709,46.81900153261758,24.466672699421053,False,False,False,False
Gurgaon     Farukhnagar    Fazilpur Badli   Fazilpur Badli-P|28.425|76.85833,Haryana,Gurgaon     Farukhnagar    Fazilpur Badli   Fazilpur Badli-P,28.425,76.8583333,Bore Well,1,24.277527418412475,22.715923142560367,48.20407691318184,47.3486908865282,22.715923142560367,False,False,False,False
Gurgaon     Farukhnagar    Jamalpur           Jamalpur-PZ|28.37083|76.83611,Haryana,Gurgaon     Farukhnagar    Jamalpur           Jamalpur-PZ,28.3708333,76.8361111,Bore Well,1,29.22708193972786,28.035299048900647,54.57712694718184,53.704686148339356,28.035299048900647,False,False,False,False
Gurgaon     Farukhnagar    Jamalpur           Jamalpur|28.375|76.8375,Haryana,Gurgaon     Farukhnagar    Jamalpur           Jamalpur,28.375,76.8375,Dug Well,1,28.851850026217086,27.63387517208224,54.09993430846272,53.229304742120426,27.63387517208224,False,False,False,False
Gurgaon     Farukhnagar    Jamalpur         Jamalpur-PZ|28.37083|76.83611,Haryana,Gurgaon     Farukhnagar    Jamalpur         Jamalpur-PZ,28.3708333,76.8361111,Bore Well,1,29.22708193972786,28.035299048900647,54.57712694718184,53.704686148339356,28.035299048900647,False,False,False,False
Gurgaon     Farukhnagar    Jamalpur         Jamalpur|28.375|76.8375,Haryana,Gurgaon     Farukhnagar    Jamalpur         Jamalpur,28.375,76.8375,Dug Well,1,28.851850026217086,27.63387517208224,54.09993430846272,53.229304742120426,27.63387517208224,False,False,False,False
Gurgaon     Farukhnagar    Jaraon           Jaraon Pz|28.22778|76.87083,Haryana,Gurgaon     Farukhnagar    Jaraon           Jaraon Pz,28.2277778,76.8708333,Bore Well,1,38.58141557979769,38.47287741915387,68.25362694727444,67.20899528061237,38.47287741915387,False,False,False,False
Gurgaon     Farukhnagar    Jhandu Sarai     Jhandu Sarai-Pz|28.39917|76.87639,Haryana,Gurgaon     Farukhnagar    Jhandu Sarai     Jhandu Sarai-Pz,28.3991667,76.8763889,Bore Well,1,24.194868899501824,22.992525927413944,50.10312436667106,49.177280311937416,22.992525927413944,False,False,False,False
Gurgaon     Farukhnagar    Kadipur            Kadipur|28.45278|77.02,Haryana,Gurgaon     Farukhnagar    Kadipur            Kadipur,28.4527778,77.02,unspecified,1,9.68384005898576,9.598777709438927,40.63640698106719,39.42843530309594,9.598777709438927,False,False,True,True
Gurgaon     Farukhnagar    Khera Khurrampur   Khera Khurramp|28.44167|76.77222,Haryana,Gurgaon     Farukhnagar    Khera Khurrampur   Khera Khurramp,28.4416667,76.7722222,unspecified,1,31.47634339802904,29.491514268445588,50.890171664068696,50.25264665374756,29.491514268445588,False,False,False,False
Gurgaon     Farukhnagar    Mubarakpur         Mubarakpur|28.47222|76.84167,Haryana,Gurgaon     Farukhnagar    Mubarakpur         Mubarakpur,28.4722222,76.8416667,unspecified,1,24.042664154904692,21.96199300586411,44.342987634028354,43.59859272684948,21.96199300586411,False,False,False,False
Gurgaon     Farukhnagar    Sadhrana           Sadhrana-Pz|28.375|76.94583,Haryana,Gurgaon     Farukhnagar    Sadhrana           Sadhrana-Pz,28.375,76.9458333,Bore Well,1,20.968859043814103,20.6051774375365,50.51012252676613,49.419577928356944,20.6051774375365,False,False,False,False
Gurgaon     Farukhnagar    Wazirpur           Wazirpur-Pz|28.425|76.88333,Haryana,Gurgaon     Farukhnagar    Wazirpur           Wazirpur-Pz,28.425,76.8833333,Bore Well,1,22.110122486296458,20.684655672611264,47.192042131710934,46.27926298218774,20.684655672611264,False,False,False,False
Gurgaon     Gurgaon        Daultabad          Daultabad-Pz|28.49944|76.99306,Haryana,Gurgaon     Gurgaon        Daultabad          Daultabad-Pz,28.4994444,76.9930556,Bore Well,1,8.955338880060777,7.160773210899001,35.97716066219146,34.86002472967948,7.160773210899001,False,False,True,True
Gurgaon     Gurgaon        Gurgaon            Gurgaon Pz|28.46389|77.0375,Haryana,Gurgaon     Gurgaon        Gurgaon            Gurgaon Pz,28.4638889,77.0375,Bore Well,1,7.676826466945207,7.913908014974164,39.2217310838516,37.97887497961935,7.676826466945207,False,False,True,True
Gurgaon     Gurgaon        Hazipur            Hazipur|28.41556|76.85833,Haryana,Gurgaon     Gurgaon        Hazipur            Hazipur,28.4155556,76.8583333,unspecified,1,24.759056872419773,23.290392206059284,49.15186364578061,48.28451907693597,23.290392206059284,False,False,False,False
Gurgaon     Gurgaon        Kasan              Kasan|28.35694|76.90833,Haryana,Gurgaon     Gurgaon        Kasan              Kasan,28.3569444,76.9083333,unspecified,1,24.891903397792913,24.316621222127836,53.44684764555842,52.4180580979781,24.316621222127836,False,False,False,False
Gurgaon     Gurgaon        Shikohpur          Shikohpur|28.36944|76.98611,Haryana,Gurgaon     Gurgaon        Shikohpur          Shikohpur,28.3694444,76.9861111,unspecified,1,19.270762501370697,19.43845747584246,50.29481839135485,49.124208789175235,19.270762501370697,False,False,False,True
Gurgaon     Pataudi        Bhora Kalan        Bhora Kalan-Pz|28.3|76.83611,Haryana,Gurgaon     Pataudi        Bhora Kalan        Bhora Kalan-Pz,28.3,76.8361111,Bore Well,1,34.35152380687667,33.65858829148029,61.80144421009549,60.86154718056704,33.65858829148029,False,False,False,False
Gurgaon     Pataudi        Bilaspur           Bilaspur-PZ|28.36944|76.8625,Haryana,Gurgaon     Pataudi        Bilaspur           Bilaspur-PZ,28.3694444,76.8625,Bore Well,1,27.246560290257133,26.222575402262915,53.676472683872944,52.74940279189712,26.222575402262915,False,False,False,False
Gurgaon     Pataudi        Bilaspur           Bilaspur-Pz|28.36944|76.8625,Haryana,Gurgaon     Pataudi        Bilaspur           Bilaspur-Pz,28.3694444,76.8625,Bore Well,2,27.246560290257133,26.222575402262915,53.676472683872944,52.74940279189712,26.222575402262915,False,False,False,False
Gurgaon     Pataudi        Gudhana            Gudhana-Pz|28.35278|76.68889,Haryana,Gurgaon     Pataudi        Gudhana            Gudhana-Pz,28.3527778,76.6888889,Bore Well,1,42.695790960209486,41.07389289298587,63.67284048027448,63.05243404757105,41.07389289298587,False,False,False,False
Gurgaon     Pataudi        Haila Mandi        Haila Mandi|28.31306|76.77083,Haryana,Gurgaon     Pataudi        Haila Mandi        Haila Mandi,28.3130556,76.7708333,unspecified,1,38.17802700154431,37.06975332778975,63.177207844041526,62.364129817541816,37.06975332778975,False,False,False,False
Gurgaon     Pataudi        Lokra              Lokra-Pz|28.27083|76.75556,Haryana,Gurgaon     Pataudi        Lokra              Lokra-Pz,28.2708333,76.7555556,Bore Well,1,42.311864973699706,41.37501761279105,68.03312659883835,67.20283575014443,41.37501761279105,False,False,False,False
Gurgaon     Pataudi        Meoka              Meoka-Pz|28.40889|76.91917,Haryana,Gurgaon     Pataudi        Meoka              Meoka-Pz,28.4088889,76.9191667,Bore Well,1,20.177950749348486,19.201633534746126,47.62540548592949,46.61532007251314,19.201633534746126,False,False,False,True
Gurgaon    Farukhnagar    Kadipur            Kadipur|28.45278|77.02,Haryana,Gurgaon    Farukhnagar    Kadipur            Kadipur,28.4527778,77.02,unspecified,1,9.68384005898576,9.598777709438927,40.63640698106719,39.42843530309594,9.598777709438927,False,False,True,True
Gurgaon    Farukhnagar    Khera Khurrampur   Khera Khurrampu|28.44167|76.77222,Haryana,Gurgaon    Farukhnagar    Khera Khurrampur   Khera Khurrampu,28.4416667,76.7722222,Bore Well,1,31.47634339802904,29.491514268445588,50.890171664068696,50.25264665374756,29.491514268445588,False,False,False,False
Gurgaon    Farukhnagar    Mubarakpur         Mubarakpur|28.47222|76.84167,Haryana,Gurgaon    Farukhnagar    Mubarakpur         Mubarakpur,28.4722222,76.8416667,unspecified,1,24.042664154904692,21.96199300586411,44.342987634028354,43.59859272684948,21.96199300586411,False,False,False,False
Gurgaon    Farukhnagar    Sadhrana           Sadhrana-Pz|28.375|76.94583,Haryana,Gurgaon    Farukhnagar    Sadhrana           Sadhrana-Pz,28.375,76.9458333,Bore Well,1,20.968859043814103,20.6051774375365,50.51012252676613,49.419577928356944,20.6051774375365,False,False,False,False
Gurgaon    Farukhnagar    Wazirpur           Wazirpur-Pz|28.425|76.88333,Haryana,Gurgaon    Farukhnagar    Wazirpur           Wazirpur-Pz,28.425,76.8833333,Bore Well,1,22.110122486296458,20.684655672611264,47.192042131710934,46.27926298218774,20.684655672611264,False,False,False,False
Gurgaon    Gurgaon        Bandhwari          Bandhwari|28.39722|77.15417,Haryana,Gurgaon    Gurgaon        Bandhwari          Bandhwari,28.3972222,77.1541667,Dug Well,1,15.517325861954985,17.948962451392752,47.13948099737998,45.715351187887535,15.517325861954985,False,False,False,True
Gurgaon    Gurgaon        Daultabad          Daultabad-Pz|28.49944|76.99306,Haryana,Gurgaon    Gurgaon        Daultabad          Daultabad-Pz,28.4994444,76.9930556,Bore Well,1,8.955338880060777,7.160773210899001,35.97716066219146,34.86002472967948,7.160773210899001,False,False,True,True
Gurgaon    Gurgaon        Hazipur            Hazipur|28.41556|76.85833,Haryana,Gurgaon    Gurgaon        Hazipur            Hazipur,28.4155556,76.8583333,unspecified,1,24.759056872419773,23.290392206059284,49.15186364578061,48.28451907693597,23.290392206059284,False,False,False,False
Gurgaon    Gurgaon        Kasan              Kasan|28.35694|76.90833,Haryana,Gurgaon    Gurgaon        Kasan              Kasan,28.3569444,76.9083333,unspecified,1,24.891903397792913,24.316621222127836,53.44684764555842,52.4180580979781,24.316621222127836,False,False,False,False
Gurgaon    Gurgaon        Shikohpur          Shikohpur|28.36944|76.98611,Haryana,Gurgaon    Gurgaon        Shikohpur          Shikohpur,28.3694444,76.9861111,unspecified,1,19.270762501370697,19.43845747584246,50.29481839135485,49.124208789175235,19.270762501370697,False,False,False,True
Gurgaon    Pataudi        Bhora Kalan        Bhora Kalan-Pz|28.3|76.83611,Haryana,Gurgaon    Pataudi        Bhora Kalan        Bhora Kalan-Pz,28.3,76.8361111,Bore Well,1,34.35152380687667,33.65858829148029,61.80144421009549,60.86154718056704,33.65858829148029,False,False,False,False
Gurgaon    Pataudi        Bilaspur           Bilaspur-PZ|28.36944|76.8625,Haryana,Gurgaon    Pataudi        Bilaspur           Bilaspur-PZ,28.3694444,76.8625,Bore Well,1,27.246560290257133,26.222575402262915,53.676472683872944,52.74940279189712,26.222575402262915,False,False,False,False
Gurgaon    Pataudi        Bilaspur           Bilaspur-Pz|28.36944|76.8625,Haryana,Gurgaon    Pataudi        Bilaspur           Bilaspur-Pz,28.3694444,76.8625,Bore Well,2,27.246560290257133,26.222575402262915,53.676472683872944,52.74940279189712,26.222575402262915,False,False,False,False
Gurgaon    Pataudi        Gudhana            Gudhana-Pz|28.35278|76.68889,Haryana,Gurgaon    Pataudi        Gudhana            Gudhana-Pz,28.3527778,76.6888889,Bore Well,1,42.695790960209486,41.07389289298587,63.67284048027448,63.05243404757105,41.07389289298587,False,False,False,False
Gurgaon    Pataudi        Haila Mandi        Haila Mandi|28.31306|76.77083,Haryana,Gurgaon    Pataudi        Haila Mandi        Haila Mandi,28.3130556,76.7708333,unspecified,1,38.17802700154431,37.06975332778975,63.177207844041526,62.364129817541816,37.06975332778975,False,False,False,False
Gurgaon    Pataudi        Lokra              Lokra-Pz|28.27083|76.75556,Haryana,Gurgaon    Pataudi        Lokra              Lokra-Pz,28.2708333,76.7555556,Bore Well,1,42.311864973699706,41.37501761279105,68.03312659883835,67.20283575014443,41.37501761279105,False,False,False,False
Gurgaon    Pataudi        Meoka              Meoka-Pz|28.40889|76.91917,Haryana,Gurgaon    Pataudi        Meoka              Meoka-Pz,28.4088889,76.9191667,Bore Well,1,20.177950749348486,19.201633534746126,47.62540548592949,46.61532007251314,19.201633534746126,False,False,False,True
Gurgaon    Pataudi        Mouzabad           Mouzabad|28.29667|76.69028,Haryana,Gurgaon    Pataudi        Mouzabad           Mouzabad,28.2966667,76.6902778,unspecified,1,45.671923061202165,44.35581090136029,68.74133289444926,68.04459817036873,44.35581090136029,False,False,False,False
Gurgaon    Pataudi        Mouzabad        Mouzabad|28.29667|76.69028,Haryana,Gurgaon    Pataudi        Mouzabad        Mouzabad,28.2966667,76.6902778,unspecified,1,45.671923061202165,44.35581090136029,68.74133289444926,68.04459817036873,44.35581090136029,False,False,False,False
Gurgaon    Pataudi        Pataudi            Pataudi-Pz|28.3375|76.75417,Haryana,Gurgaon    Pataudi        Pataudi            Pataudi-Pz,28.3375,76.7541667,Bore Well,1,37.95431693545488,36.627708095559456,61.59431064790715,60.83882535849337,36.627708095559456,False,False,False,False
Gurgaon    Pataudi        Pataudi         Pataudi-Pz|28.3375|76.75417,Haryana,Gurgaon    Pataudi        Pataudi         Pataudi-Pz,28.3375,76.7541667,Bore Well,1,37.95431693545488,36.627708095559456,61.59431064790715,60.83882535849337,36.627708095559456,False,False,False,False
Gurgaon    Pataudi        Sidrawali          Sidrawali-Pz|28.26667|76.83472,Haryana,Gurgaon    Pataudi        Sidrawali          Sidrawali-Pz,28.2666667,76.8347222,Bore Well,1,37.18620526360221,36.673368451328585,65.30168381543994,64.33832976567139,36.673368451328585,False,False,False,False
Gurgaon    Pataudi        Sidrawali       Sidrawali-Pz|28.26667|76.83472,Haryana,Gurgaon    Pataudi        Sidrawali       Sidrawali-Pz,28.2666667,76.8347222,Bore Well,1,37.18620526360221,36.673368451328585,65.30168381543994,64.33832976567139,36.673368451328585,False,False,False,False
Gurgaon    Sohana         Gangola            Gangola|28.26111|77.20556,Haryana,Gurgaon    Sohana         Gangola            Gangola,28.2611111,77.2055556,Dug Well,1,31.370998816109132,33.641589361224916,62.94788750674752,61.504365845042685,31.370998816109132,False,False,False,False
Gurgaon    Sohana         Gangola         Gangola|28.26111|77.20556,Haryana,Gurgaon    Sohana         Gangola         Gangola,28.2611111,77.2055556,Dug Well,1,31.370998816109132,33.641589361224916,62.94788750674752,61.504365845042685,31.370998816109132,False,False,False,False
Gurgaon    Sohana         Harchandpur        Harchandpur Pz|28.26667|77.13889,Haryana,Gurgaon    Sohana         Harchandpur        Harchandpur Pz,28.2666667,77.1388889,Bore Well,1,28.858008888214375,30.75239903655837,61.32772930736534,59.93834476343383,28.858008888214375,False,False,False,False
Gurgaon    Sohana         Harchandpur     Harchandpur Pz|28.26667|77.13889,Haryana,Gurgaon    Sohana         Harchandpur     Harchandpur Pz,28.2666667,77.1388889,Bore Well,1,28.858008888214375,30.75239903655837,61.32772930736534,59.93834476343383,28.858008888214375,False,False,False,False
Gurgaon    Sohana         Kherla             Kherla|28.31389|77.11528,Haryana,Gurgaon    Sohana         Kherla             Kherla,28.3138889,77.1152778,unspecified,1,23.29023845850082,25.090269222139536,55.89244208030306,54.522980734872206,23.29023845850082,False,False,False,False
Gurgaon    Sohana         Kherla          Kherla|28.31389|77.11528,Haryana,Gurgaon    Sohana         Kherla          Kherla,28.3138889,77.1152778,unspecified,1,23.29023845850082,25.090269222139536,55.89244208030306,54.522980734872206,23.29023845850082,False,False,False,False
Jhajjar    Bahadurgarh    Asanda            Asanda-DW|28.75444|76.75111,Haryana,Jhajjar    Bahadurgarh    Asanda            Asanda-DW,28.7544444,76.7511111,Dug Well,1,41.36461484341153,38.554355991725394,32.13657022492134,32.606931423891574,32.13657022492134,False,False,False,False
Jhajjar    Bahadurgarh    Asanda         Asanda-DW|28.75444|76.75111,Haryana,Jhajjar    Bahadurgarh    Asanda         Asanda-DW,28.7544444,76.7511111,Dug Well,1,41.36461484341153,38.554355991725394,32.13657022492134,32.606931423891574,32.13657022492134,False,False,False,False
Jhajjar    Bahadurgarh    Badli             Badli|28.59167|76.81667,Haryana,Jhajjar    Bahadurgarh    Badli             Badli,28.5916667,76.8166667,Dug Well,1,27.00776653969486,24.20166663765462,35.28843758331019,34.90705078328634,24.20166663765462,False,False,False,False
Jhajjar    Bahadurgarh    Badli          Badli|28.59167|76.81667,Haryana,Jhajjar    Bahadurgarh    Badli          Badli,28.5916667,76.8166667,Dug Well,1,27.00776653969486,24.20166663765462,35.28843758331019,34.90705078328634,24.20166663765462,False,False,False,False
Jhajjar    Bahadurgarh    Bahadurgarh       Bahadurgarh|28.69167|76.93333,Haryana,Jhajjar    Bahadurgarh    Bahadurgarh       Bahadurgarh,28.6916667,76.9333333,unspecified,1,23.831571412667635,21.262176813422954,19.375054456018624,19.008683465336915,19.008683465336915,False,False,False,True
Jhajjar    Bahadurgarh    Bahadurgarh    Bahadurgarh|28.69167|76.93333,Haryana,Jhajjar    Bahadurgarh    Bahadurgarh    Bahadurgarh,28.6916667,76.9333333,unspecified,1,23.831571412667635,21.262176813422954,19.375054456018624,19.008683465336915,19.008683465336915,False,False,False,True
Jhajjar    Bahadurgarh    Bamroli        Bamroli- DW|28.73361|76.94111,Haryana,Jhajjar    Bahadurgarh    Bamroli        Bamroli- DW,28.7336111,76.9411111,Dug Well,1,27.296088203790166,24.910418882221663,15.773417832860245,15.683180044208973,15.683180044208973,False,False,False,True
Jhajjar    Bahadurgarh    Chhara            Chhara|28.7|76.71667,Haryana,Jhajjar    Bahadurgarh    Chhara            Chhara,28.7,76.7166667,Dug Well,1,40.77075176977516,37.90572798030942,37.06798381487806,37.32862909311628,37.06798381487806,False,False,False,False
Jhajjar    Bahadurgarh    Chhara         Chhara|28.7|76.71667,Haryana,Jhajjar    Bahadurgarh    Chhara         Chhara,28.7,76.7166667,Dug Well,2,40.77075176977516,37.90572798030942,37.06798381487806,37.32862909311628,37.06798381487806,False,False,False,False
Jhajjar    Bahadurgarh    Dehkora           Dehkora-DW|28.74722|76.80556,Haryana,Jhajjar    Bahadurgarh    Dehkora           Dehkora-DW,28.7472222,76.8055556,Dug Well,1,36.822122870274825,34.063488122242234,27.18544591238892,27.5606000179276,27.18544591238892,False,False,False,False
Jhajjar    Bahadurgarh    Dehkora        Dehkora-DW|28.74722|76.80556,Haryana,Jhajjar    Bahadurgarh    Dehkora        Dehkora-DW,28.7472222,76.8055556,Dug Well,1,36.822122870274825,34.063488122242234,27.18544591238892,27.5606000179276,27.18544591238892,False,False,False,False
Jhajjar    Bahadurgarh    Dulhera           Dulhera|28.65|76.78333,Haryana,Jhajjar    Bahadurgarh    Dulhera           Dulhera,28.65,76.7833333,Dug Well,1,32.427759549120694,29.56341124190798,33.73268598065375,33.66068054716147,29.56341124190798,False,False,False,False
Jhajjar    Bahadurgarh    Dulhera        Dulhera|28.65|76.78333,Haryana,Jhajjar    Bahadurgarh    Dulhera        Dulhera,28.65,76.7833333,Dug Well,2,32.427759549120694,29.56341124190798,33.73268598065375,33.66068054716147,29.56341124190798,False,False,False,False
Jhajjar    Bahadurgarh    Gabhana         Gabhana|28.57083|76.84167,Haryana,Jhajjar    Bahadurgarh    Gabhana         Gabhana,28.5708333,76.8416667,unspecified,1,24.048622640677717,21.288832296772885,35.351009382490965,34.83127153103437,21.288832296772885,False,False,False,False
Jhajjar    Bahadurgarh    Gabhana        Gabhana|28.57083|76.84167,Haryana,Jhajjar    Bahadurgarh    Gabhana        Gabhana,28.5708333,76.8416667,unspecified,2,24.048622640677717,21.288832296772885,35.351009382490965,34.83127153103437,21.288832296772885,False,False,False,False
Jhajjar    Bahadurgarh    Jakhoda         Jakhoda-DW|28.72639|76.86694,Haryana,Jhajjar    Bahadurgarh    Jakhoda         Jakhoda-DW,28.7263889,76.8669444,Dug Well,1,30.95656120225581,28.271771178507315,22.424201568599585,22.54949162260132,22.424201568599585,False,False,False,False
Jhajjar    Bahadurgarh    Jakhoda        Jakhoda-DW|28.72639|76.86694,Haryana,Jhajjar    Bahadurgarh    Jakhoda        Jakhoda-DW,28.7263889,76.8669444,Dug Well,1,30.95656120225581,28.271771178507315,22.424201568599585,22.54949162260132,22.424201568599585,False,False,False,False
Jhajjar    Bahadurgarh    Kherka Gujjar   Kherka Gujjar- DW|28.63889|76.78667,Haryana,Jhajjar    Bahadurgarh    Kherka Gujjar   Kherka Gujjar- DW,28.6388889,76.7866667,Dug Well,2,31.606194331513038,28.746222168225625,34.155657281212086,34.02959675339312,28.746222168225625,False,False,False,False
Jhajjar    Bahadurgarh    Kulasi          Kulasi|28.77222|76.9125,Haryana,Jhajjar    Bahadurgarh    Kulasi          Kulasi,28.7722222,76.9125,Dug Well,2,32.410423492220765,30.003950844986438,16.400641722379127,16.780414953034857,16.400641722379127,False,False,False,True
