producer,station_id,station_name,agency,district,latitude,longitude,record_start,record_end,observation_count,observations_in_study_period,median_sampling_hours,min_interval_hours,max_routine_interval_hours,largest_gap_hours,study_period_coverage_pct,observed_expected_ratio,months_represented,dist_H001_km,dist_H004_km,dist_H002_km,dist_H003_km,min_dist_km
delhi_sw_gw,delhi_sw_gw:Salahpur Majra,Salahpur Majra,Delhi SW GW,NORTH WEST,28.772453,76.99233,2023-03-08 12:17:00,2024-07-31 18:00:00,874,874,6.0,0.017,6.0,4027.317,42.74,0.4274,11,29.256,27.295,9.228,9.297,9.228
delhi_sw_gw,delhi_sw_gw:Samaspur khalsa,Samaspur khalsa,Delhi SW GW,WEST,28.573101,76.898219,2023-04-06 12:00:00,2025-07-02 18:00:00,2537,2537,6.0,0.017,30.0,2070.0,77.51,0.7751,26,18.791,15.977,31.89,31.194,15.977
delhi_sw_gw,delhi_sw_gw:Sannoth Lake,Sannoth Lake,Delhi SW GW,NORTH WEST,28.835116,77.048643,2023-12-08 00:00:00,2025-06-11 18:00:00,1616,1616,6.0,6.0,6.0,1926.0,73.22,0.7322,16,35.051,33.567,3.281,4.738,3.281
delhi_sw_gw,delhi_sw_gw:Sarangpur_1,Sarangpur_1,Delhi SW GW,SOUTH WEST,28.536307,76.889225,2021-01-01 19:00:00,2024-07-31 18:00:00,388,387,6.0,1.0,6.0,29015.0,7.4,0.0742,5,18.84,16.237,35.845,35.092,16.237
delhi_sw_gw,delhi_sw_gw:Sawda_1,Sawda_1,Delhi SW GW,NORTH WEST,28.710593,76.985882,2023-04-01 12:00:00,2023-06-30 12:00:00,321,321,6.0,0.033,18.0,26.233,89.17,0.8917,3,23.027,20.849,14.431,13.865,13.865
delhi_sw_gw,delhi_sw_gw:Singhola_2,Singhola_2,Delhi SW GW,NORTH,28.844571,77.120856,2023-12-08 18:00:00,2025-07-13 12:00:00,1899,1899,6.0,6.0,24.0,1920.0,81.47,0.8147,18,36.164,35.196,5.652,6.011,5.652
delhi_sw_gw,delhi_sw_gw:Sonia Vihar BPS,Sonia Vihar BPS,Delhi SW GW,NORTH EAST,28.71497,77.243025,2023-12-07 18:00:00,2025-06-11 12:00:00,1174,1174,6.0,6.0,30.0,5550.0,53.19,0.5319,13,26.71,27.266,19.931,18.599,18.599
delhi_sw_gw,delhi_sw_gw:Sonia Vihar WTP,Sonia Vihar WTP,Delhi SW GW,NORTH EAST,28.712973,77.236647,2023-03-06 16:04:00,2025-07-13 12:00:00,2498,2498,6.0,0.017,6.0,3246.0,72.63,0.7263,24,26.166,26.685,19.548,18.196,18.196
delhi_sw_gw,delhi_sw_gw:Tagore Garden_1,Tagore Garden_1,Delhi SW GW,WEST,28.65757,77120175.0,2023-12-07 18:00:00,2025-07-14 12:00:00,1868,1868,6.0,6.0,30.0,1878.0,79.86,0.7986,19,13653.261,13652.012,13620.622,13621.917,13620.622
delhi_sw_gw,delhi_sw_gw:Tajpur Kalan,Tajpur Kalan,Delhi SW GW,NORTH,28.840925,77.169846,2023-03-06 14:22:00,2024-06-03 00:00:00,1729,1729,6.0,0.017,6.0,431.25,95.13,0.9513,16,36.586,35.982,9.812,9.614,9.614
delhi_sw_gw,delhi_sw_gw:Tajpur Khurd,Tajpur Khurd,Delhi SW GW,NORTH WEST,28.577042,77.013587,2023-03-08 12:54:00,2025-07-14 18:00:00,2928,2928,6.0,0.017,6.0,1926.0,85.19,0.8519,27,9.072,6.351,27.119,26.004,6.351
delhi_sw_gw,delhi_sw_gw:Tikri Kalan_1,Tikri Kalan_1,Delhi SW GW,WEST,28.68067,76.966534,2023-04-03 06:00:00,2024-04-16 18:00:00,1490,1490,6.0,0.017,6.0,54.0,98.16,0.9816,13,20.975,18.541,18.235,17.62,17.62
delhi_sw_gw,delhi_sw_gw:Uttam Nagar-2,Uttam Nagar-2,Delhi SW GW,SOUTH WEST,28.611554,77.073147,2023-03-06 16:40:00,2024-06-05 00:00:00,1552,1552,6.0,0.017,6.0,1558.783,85.03,0.8503,15,10.078,8.872,22.644,21.335,8.872
delhi_sw_gw,delhi_sw_gw:Vikas Puri,Vikas Puri,Delhi SW GW,WEST,28.632295,77.072763,2023-10-25 12:00:00,2025-07-13 06:00:00,1990,1990,6.0,6.0,30.0,1902.0,79.38,0.7938,21,12.381,11.138,20.338,19.032,11.138
delhi_sw_gw,delhi_sw_gw:Yamuna Bank V-8 Rainywell,Yamuna Bank V-8 Rainywell,Delhi SW GW,EAST,28.627219,77.269839,2023-03-08 12:38:00,2023-07-11 06:00:00,274,274,6.0,0.017,6.0,1396.667,54.92,0.5492,4,21.862,23.399,28.346,26.879,21.862
cgwb_delhi,cgwb_delhi:Bakoli Deep Pz,Bakoli Deep Pz,CGWB,NORTH,28.8153,77.1517,2023-09-07 00:00:00,2025-12-08 00:00:00,2670,2593,6.0,0.017,54.0,492.0,78.77,0.8111,28,33.416,32.734,7.619,7.017,7.017
cgwb_delhi,cgwb_delhi:Bakolishallow,Bakolishallow,CGWB,NORTH,28.8153,77.1517,2023-08-21 18:00:00,2025-12-09 00:00:00,2566,2501,6.0,0.017,24.0,2243.5,74.41,0.7635,27,33.416,32.734,7.619,7.017,7.017
cgwb_delhi,cgwb_delhi:Bawana DJB JE Store,Bawana DJB JE Store,CGWB,NORTH,28.7869,77.03,2023-09-01 00:00:00,2025-06-18 06:00:00,2216,2216,6.0,0.017,18.0,792.0,84.42,0.8442,22,29.966,28.308,5.279,5.294,5.279
cgwb_delhi,cgwb_delhi:Bawana DJB WTP_1,Bawana DJB WTP_1,CGWB,NORTH,28.8233,77.0536,2023-09-01 00:00:00,2025-08-02 06:00:00,2254,2254,6.0,0.017,24.0,912.0,80.36,0.8036,24,33.701,32.247,2.138,3.475,2.138
cgwb_delhi,cgwb_delhi:Burari OJB Ex. Eng Office,Burari OJB Ex. Eng Office,CGWB,CENTRAL,28.7332,77.1974,2023-09-01 00:00:00,2025-12-11 06:00:00,2550,2373,6.0,0.017,36.0,1100.4,71.28,0.766,27,26.155,26.194,15.132,13.765,13.765
cgwb_delhi,cgwb_delhi:Coronation Pillar,Coronation Pillar,CGWB,NORTH,28.7245,77.1925,2023-08-31 00:00:00,2025-11-14 00:00:00,2845,2675,6.0,0.017,33.42,293.15,82.97,0.8824,28,25.077,25.121,15.37,13.961,13.961
cgwb_delhi,cgwb_delhi:Daryapur Khurd_1,Daryapur Khurd_1,CGWB,SOUTH WEST,28.5342,76.9086,2023-09-01 00:00:00,2025-12-11 00:00:00,2614,2412,6.0,6.0,41.28,1074.0,72.48,0.7855,28,16.934,14.341,35.144,34.326,14.341
cgwb_delhi,cgwb_delhi:Delhi Central CIVIL LINES Burari AugurPz,Delhi Central CIVIL LINES Burari AugurPz,CGWB,CENTRAL,28.780696,77.201492,2023-04-26 18:00:00,2025-08-01 00:00:00,2066,2066,6.0,0.017,6.0,6302.817,62.44,0.6244,22,31.147,30.983,13.049,12.008,12.008
cgwb_delhi,cgwb_delhi:Delhi Central CIVIL LINES Jagatpur Pz 1,Delhi Central CIVIL LINES Jagatpur Pz 1,CGWB,CENTRAL,28.739897,77.2226,2023-05-16 18:00:00,2025-09-02 00:00:00,2626,2626,6.0,0.017,12.0,3156.0,78.22,0.7822,26,27.956,28.178,16.771,15.498,15.498
cgwb_delhi,cgwb_delhi:Delhi East MAYUR VIHAR Chilla Regulator,Delhi East MAYUR VIHAR Chilla Regulator,CGWB,EAST,28.587153,77.301025,2023-05-16 18:00:00,2025-08-25 18:00:00,3181,3181,6.0,6.0,18.0,102.0,95.58,0.9558,28,22.679,24.725,33.697,32.222,22.679
cgwb_delhi,cgwb_delhi:Delhi_East_Mayur Vihar_Chilla Saroda Pz,Delhi_East_Mayur Vihar_Chilla Saroda Pz,CGWB,EAST,28.616787,77.304421,2023-05-16 18:00:00,2025-09-22 00:00:00,3301,3301,6.0,6.0,12.06,96.0,96.04,0.9604,29,24.243,26.029,31.526,30.081,24.243
cgwb_delhi,cgwb_delhi:Delhi East Mayur vihar Kondli DJB WTP,Delhi East Mayur vihar Kondli DJB WTP,CGWB,EAST,28.610828,77.322998,2023-05-16 06:00:00,2025-09-06 00:00:00,3184,3184,6.0,0.333,18.0,96.0,94.34,0.9434,29,25.622,27.517,33.294,31.86,25.622
cgwb_delhi,cgwb_delhi:Delhi East PREET VIHAR Bank Enclave Pz,Delhi East PREET VIHAR Bank Enclave Pz,CGWB,EAST,28.641098,77.271159,2023-05-16 18:00:00,2025-07-02 00:00:00,2956,2956,6.0,0.533,18.0,222.0,95.08,0.9508,27,22.835,24.238,27.317,25.868,22.835
cgwb_delhi,cgwb_delhi:Delhi East PREET VIHAR Gujarat Vihar Pz,Delhi East PREET VIHAR Gujarat Vihar Pz,CGWB,EAST,28.642264,77.2918,2023-05-16 18:00:00,2025-09-22 00:00:00,3280,3280,6.0,0.033,18.0,96.0,95.43,0.9543,29,24.57,26.069,28.686,27.261,24.57
cgwb_delhi,cgwb_delhi:Delhi NAZUL LAND NAZUL LAND Shastri Park (Pz),Delhi NAZUL LAND NAZUL LAND Shastri Park (Pz),CGWB,Nazul Land,28.675825,77.262026,2023-05-16 18:00:00,2024-11-29 12:00:00,2196,2196,6.0,6.0,6.0,78.0,97.56,0.9756,19,24.636,25.652,24.042,22.637,22.637
cgwb_delhi,cgwb_delhi:Delhi New Delhi CHANAKYAPURI India Gate Pz,Delhi New Delhi CHANAKYAPURI India Gate Pz,CGWB,NEW DELHI,28.6125,77.225,2023-04-28 18:00:00,2025-09-22 00:00:00,3339,3339,6.0,6.0,18.0,102.0,95.16,0.9516,30,17.321,18.758,26.95,25.443,17.321
cgwb_delhi,cgwb_delhi:Delhi New Delhi CHANAKYAPURI Mahabir Vansth.,Delhi New Delhi CHANAKYAPURI Mahabir Vansth.,CGWB,NEW DELHI,28.605006,77.176548,2023-05-01 06:00:00,2025-04-29 06:00:00,2275,2275,6.0,0.017,6.0,1840.483,78.02,0.7802,21,13.167,14.267,25.442,23.938,13.167
cgwb_delhi,cgwb_delhi:Delhi New Delhi DELHI CANTONMENT Cvd Depot Cantt (D),Delhi New Delhi DELHI CANTONMENT Cvd Depot Cantt (D),CGWB,NEW DELHI,28.603516,77.111253,2023-05-16 18:00:00,2025-09-22 12:00:00,3275,3275,6.0,6.0,18.0,162.0,95.23,0.9523,29,9.609,9.524,23.824,22.41,9.524
cgwb_delhi,cgwb_delhi:Delhi New Delhi VASANT VIHAR J N U Pz,Delhi New Delhi VASANT VIHAR J N U Pz,CGWB,NEW DELHI,28.537572,77.157268,2023-05-16 18:00:00,2025-09-22 12:00:00,3216,3216,6.0,2.267,18.0,417.733,93.52,0.9352,29,7.642,9.963,31.934,30.47,7.642
cgwb_delhi,cgwb_delhi:Delhi New Delhi VASANT VIHAR Sultanpur IMS Pz,Delhi New Delhi VASANT VIHAR Sultanpur IMS Pz,CGWB,NEW DELHI,28.4894,77.1458,2023-05-16 18:00:00,2025-09-22 00:00:00,3232,3232,6.0,0.017,18.0,174.0,94.04,0.9404,29,7.227,10.092,36.908,35.472,7.227
cgwb_delhi,cgwb_delhi:Delhi North ALIPUR Alipur Garhi Pz,Delhi North ALIPUR Alipur Garhi Pz,CGWB,NORTH,28.7981,77.1244,2023-05-16 06:00:00,2025-09-21 00:00:00,3173,3173,6.0,0.017,18.0,618.0,92.37,0.9237,29,31.076,30.204,5.311,4.268,4.268
cgwb_delhi,cgwb_delhi:Delhi North ALIPUR Haiderpur Pz,Delhi North ALIPUR Haiderpur Pz,CGWB,NORTH,28.7289,77.1469,2023-05-16 06:00:00,2025-07-21 00:00:00,3081,3081,6.0,6.0,6.0,78.0,96.67,0.9667,27,23.966,23.512,11.969,10.474,10.474
cgwb_delhi,cgwb_delhi:Delhi North ALIPUR Hiranki Village Pz,Delhi North ALIPUR Hiranki Village Pz,CGWB,NORTH,28.8014,77.1808,2023-05-16 06:00:00,2025-09-22 00:00:00,3247,3247,6.0,6.0,12.0,192.0,94.42,0.9442,29,32.634,32.224,10.567,9.727,9.727
cgwb_delhi,cgwb_delhi:Delhi North ALIPUR Palla Zero RD,Delhi North ALIPUR Palla Zero RD,CGWB,NORTH,28.8581,77.1964,2023-04-27 18:00:00,2025-08-21 12:00:00,2159,2159,6.0,0.017,18.0,4666.317,63.74,0.6374,23,39.108,38.646,12.887,12.787,12.787
cgwb_delhi,cgwb_delhi:Delhi North ALIPUR Rohini Sector 28,Delhi North ALIPUR Rohini Sector 28,CGWB,NORTH,28.7528,77.095,2023-05-16 18:00:00,2025-06-25 14:08:00,2785,2785,6.0,0.017,6.0,660.0,90.32,0.9032,26,25.787,24.711,7.248,5.779,5.779
cgwb_delhi,cgwb_delhi:Delhi North ALIPUR Singhu Village Pz,Delhi North ALIPUR Singhu Village Pz,CGWB,NORTH,28.8533,77.1311,2023-05-16 18:00:00,2025-05-27 00:00:00,2846,2846,6.0,6.0,18.0,180.0,95.99,0.9599,25,37.246,36.34,7.031,7.398,7.031
cgwb_delhi,cgwb_delhi:Delhi North East SEELAM PUR Ushmanpur Pz,Delhi North East SEELAM PUR Ushmanpur Pz,CGWB,NORTH EAST,28.684922,77.249118,2023-05-16 18:00:00,2025-09-02 00:00:00,3225,3225,6.0,0.017,10.62,186.0,96.07,0.9607,29,24.491,25.335,22.427,21.022,21.022
cgwb_delhi,cgwb_delhi:Delhi_North East_Yamuna Vihar_Gokulpuri E Pz,Delhi_North East_Yamuna Vihar_Gokulpuri E Pz,CGWB,Shahdara,28.6708,77.3131,2022-12-19 12:00:00,2024-07-23 06:00:00,2290,2290,6.0,0.017,6.0,150.0,98.41,0.9841,20,28.087,29.44,28.346,27.003,27.003
cgwb_delhi,cgwb_delhi:Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,Delhi_North East_Yamuna Vihar_Yamuna Vihar DJB WTP,CGWB,EAST,28.6281,77.3181,2023-05-16 18:00:00,2025-04-27 00:00:00,2746,2746,6.0,6.0,18.0,102.0,96.52,0.9652,24,26.0,27.733,31.65,30.235,26.0
cgwb_delhi,cgwb_delhi:Delhi North NARELA Auchandi Pz,Delhi North NARELA Auchandi Pz,CGWB,NORTH,28.8194,76.9972,2023-05-16 18:00:00,2025-06-25 18:00:00,2712,2712,6.0,0.017,6.0,1356.0,87.94,0.8794,25,34.158,32.316,7.448,8.359,7.448
cgwb_delhi,cgwb_delhi:Delhi North NARELA Bankner Pz,Delhi North NARELA Bankner Pz,CGWB,NORTH,28.8514,77.0736,2023-04-27 18:00:00,2025-08-28 12:00:00,3220,3220,6.0,6.0,6.0,180.0,94.29,0.9429,29,36.724,35.416,4.025,5.397,4.025
cgwb_delhi,cgwb_delhi:Delhi North NARELA Barwala Pz,Delhi North NARELA Barwala Pz,CGWB,NORTH,28.7583,77.0625,2023-05-16 18:00:00,2025-06-25 18:00:00,2645,2645,6.0,0.017,6.0,2460.0,85.77,0.8577,24,26.428,25.028,6.417,5.319,5.319
cgwb_delhi,cgwb_delhi:Delhi North West ROHINI Mangolpuri Pz,Delhi North West ROHINI Mangolpuri Pz,CGWB,NORTH WEST,28.6903,77.0792,2023-05-16 18:00:00,2025-09-22 12:00:00,3218,3218,6.0,6.0,18.0,204.0,93.57,0.9357,29,18.804,17.612,13.899,12.566,12.566
cgwb_delhi,cgwb_delhi:Delhi North West ROHINI Rithala Pz Sec5 Rohini,Delhi North West ROHINI Rithala Pz Sec5 Rohini,CGWB,NORTH WEST,28.715,77.1017,2023-05-16 18:00:00,2025-09-22 00:00:00,3223,3223,6.0,0.017,18.0,102.0,93.77,0.9377,29,21.641,20.703,11.476,10.024,10.024
cgwb_delhi,cgwb_delhi:Delhi North West ROHINI Rohini Sec 11 Pz,Delhi North West ROHINI Rohini Sec 11 Pz,CGWB,NORTH WEST,28.7322,77.1044,2023-05-16 06:00:00,2025-05-02 00:00:00,2787,2787,6.0,6.0,6.0,78.0,97.21,0.9721,25,23.57,22.628,9.708,8.228,8.228
cgwb_delhi,cgwb_delhi:Delhi North West SARASWATI VIHAR Qutabgarh Pz,Delhi North West SARASWATI VIHAR Qutabgarh Pz,CGWB,NORTH WEST,28.8056,76.9647,2023-05-16 06:00:00,2025-09-22 00:00:00,2768,2768,6.0,6.0,6.0,888.0,80.49,0.8049,29,33.608,31.545,10.654,11.335,10.654
cgwb_delhi,cgwb_delhi:Delhi North West SARASWATI VIHAR Sainik Vihar(Pz),Delhi North West SARASWATI VIHAR Sainik Vihar(Pz),CGWB,NORTH WEST,28.6911,77.1219,2023-05-16 06:00:00,2025-09-22 06:00:00,2910,2910,6.0,0.017,11.52,2442.0,84.59,0.8459,27,19.303,18.709,14.584,13.098,13.098
cgwb_delhi,cgwb_delhi:Delhi_Shahdara_Shahdara_CBD Shahdara,Delhi_Shahdara_Shahdara_CBD Shahdara,CGWB,NORTH,28.6847,77.1994,2023-05-16 18:00:00,2025-09-22 00:00:00,3266,3266,6.0,0.017,18.0,180.0,95.02,0.9502,29,21.528,21.932,19.006,17.526,17.526
cgwb_delhi,cgwb_delhi:Delhi South East DEFENCE COLONY Nangli Rajapur Pz,Delhi South East DEFENCE COLONY Nangli Rajapur Pz,CGWB,South East Delhi,28.5944,77.2733,2022-11-21 12:56:00,2025-08-06 00:00:00,3677,3677,6.0,0.017,6.0,234.0,93.0,0.93,34,20.442,22.339,31.345,29.856,20.442
cgwb_delhi,cgwb_delhi:Delhi South East KALKAJI Asola Pz,Delhi South East KALKAJI Asola Pz,CGWB,South East Delhi,28.4125,77.2667,2022-12-15 10:59:00,2025-03-21 12:00:00,3233,3233,6.0,1.017,6.0,210.0,97.73,0.9773,28,21.784,24.637,48.588,47.085,21.784
cgwb_delhi,cgwb_delhi:Delhi_South East_Kalkaji_Okhla DJB WTP,Delhi_South East_Kalkaji_Okhla DJB WTP,CGWB,NORTH,28.8347,77.0225,2023-05-16 06:00:00,2025-08-25 00:00:00,2383,2383,6.0,2.033,6.0,5184.0,71.63,0.7163,22,35.328,33.668,5.421,6.684,5.421
cgwb_delhi,cgwb_delhi:Delhi South HAUZ KHAS Hauz Khas Pz,Delhi South HAUZ KHAS Hauz Khas Pz,CGWB,SOUTH,28.547245,77.204833,2023-04-28 18:00:00,2025-06-25 00:00:00,2504,2504,6.0,6.0,6.0,2958.0,79.42,0.7942,24,12.41,14.679,32.433,30.929,12.41
cgwb_delhi,cgwb_delhi:Delhi South HAUZ KHAS Pusp Vihar Pz,Delhi South HAUZ KHAS Pusp Vihar Pz,CGWB,SOUTH,28.527124,77.223113,2023-05-16 18:00:00,2025-09-20 00:00:00,3133,3133,6.0,0.017,18.0,348.0,91.37,0.9137,29,13.87,16.399,35.201,33.695,13.87
cgwb_delhi,cgwb_delhi:Delhi South MEHRAULI Gadaipur Pz,Delhi South MEHRAULI Gadaipur Pz,CGWB,SOUTH,28.4769,77.1561,2023-05-16 13:48:00,2025-08-17 00:00:00,2637,2637,6.3,0.017,18.9,696.0,84.07,0.8407,28,8.814,11.669,38.471,37.027,8.814
cgwb_delhi,cgwb_delhi:Delhi_South_Mehrauli_Jaunapur DJB TW,Delhi_South_Mehrauli_Jaunapur DJB TW,CGWB,NEW DELHI,28.5783,77.1078,2023-04-28 18:00:00,2025-08-21 00:00:00,3225,3225,6.0,6.0,6.0,120.0,95.39,0.9539,29,6.857,7.158,26.554,25.155,6.857
cgwb_delhi,cgwb_delhi:Delhi South SAKET Bhatti Pz,Delhi South SAKET Bhatti Pz,CGWB,SOUTH,28.4278,77.2083,2023-05-15 18:00:00,2025-04-25 11:48:00,2536,2536,6.0,2.017,6.0,1464.0,89.2,0.892,23,16.185,18.999,45.042,43.564,16.185
cgwb_delhi,cgwb_delhi:Delhi South West DWARKA Dwarka S-16 (TP),Delhi South West DWARKA Dwarka S-16 (TP),CGWB,SOUTH WEST,28.581332,77.024241,2022-11-24 14:38:00,2025-07-28 00:00:00,3771,3771,6.0,0.017,7.86,90.0,96.55,0.9655,33,8.704,6.147,26.445,25.295,6.147
cgwb_delhi,"cgwb_delhi:Delhi South West DWARKA Dwarka Sec-23,DDA Park Pz","Delhi South West DWARKA Dwarka Sec-23,DDA Park Pz",CGWB,SOUTH WEST,28.565955,77.05051,2022-11-24 13:28:00,2025-07-06 00:00:00,3731,3731,6.0,0.017,6.0,140.683,97.73,0.9773,33,5.815,3.662,27.805,26.559,3.662
cgwb_delhi,"cgwb_delhi:Delhi South West DWARKA Dwarka Sec-5,DDA Park Pz","Delhi South West DWARKA Dwarka Sec-5,DDA Park Pz",CGWB,SOUTH WEST,28.594994,77.058065,2022-11-24 12:23:00,2025-06-29 12:00:00,3576,3576,6.0,0.017,18.0,204.0,94.31,0.9431,32,8.514,6.865,24.532,23.27,6.865
cgwb_delhi,cgwb_delhi:Delhi South West KAPESHERA Chhawla Pz,Delhi South West KAPESHERA Chhawla Pz,CGWB,SOUTH WEST,28.5464,77.0094,2022-12-02 13:38:00,2025-05-13 12:00:00,3545,3545,6.0,0.017,6.0,30.0,99.25,0.9925,30,7.562,4.724,30.536,29.408,4.724
cgwb_delhi,cgwb_delhi:Delhi South West KAPESHERA Daulatpur Pz,Delhi South West KAPESHERA Daulatpur Pz,CGWB,SOUTH WEST,28.5431,76.9653,2022-12-02 15:34:00,2025-09-22 12:00:00,3906,3906,6.0,2.433,17.76,108.0,95.28,0.9528,34,11.591,8.869,32.045,31.057,8.869
cgwb_delhi,cgwb_delhi:Delhi South West NAJAFGARH Mandela Kalan Pz,Delhi South West NAJAFGARH Mandela Kalan Pz,CGWB,SOUTH WEST,28.6072,76.8939,2022-12-05 11:22:00,2025-09-22 00:00:00,3749,3749,6.0,0.633,15.18,984.0,91.75,0.9175,34,20.649,17.784,29.012,28.433,17.784
cgwb_delhi,cgwb_delhi:Delhi South West NAJAFGARH Najafgarh Town,Delhi South West NAJAFGARH Najafgarh Town,CGWB,SOUTH WEST,28.6147,77.0006,2022-12-05 13:12:00,2025-09-22 00:00:00,3932,3932,6.0,4.8,6.0,96.0,96.24,0.9624,34,13.046,10.515,23.401,22.389,10.515
cgwb_delhi,cgwb_delhi:Delhi West PATEL NAGAR Vikashpuri Pz,Delhi West PATEL NAGAR Vikashpuri Pz,CGWB,WEST,28.63233,77.074891,2022-11-26 13:59:00,2025-06-27 14:29:00,3381,3381,6.0,0.017,6.0,1956.0,89.54,0.8954,31,12.373,11.175,20.335,19.02,11.175
cgwb_delhi,cgwb_delhi:Delhi West PUNJABI BAGH Peeragarhi Pz,Delhi West PUNJABI BAGH Peeragarhi Pz,CGWB,WEST,28.6781,77.0947,2022-12-05 15:17:00,2025-09-22 00:00:00,3794,3794,6.0,0.017,6.0,991.483,92.87,0.9287,33,17.495,16.552,15.384,13.986,13.986
cgwb_delhi,cgwb_delhi:Delhi West RAJOURI GARDEN Mayapuri Pz,Delhi West RAJOURI GARDEN Mayapuri Pz,CGWB,WEST,28.618502,77.111227,2022-11-26 12:35:00,2025-09-22 00:00:00,3956,3956,6.0,0.017,6.0,102.0,95.98,0.9598,35,11.207,10.931,22.179,20.759,10.931
cgwb_delhi,cgwb_delhi:Delhi_West_Rajouri Garden_Tagore Garden,Delhi_West_Rajouri Garden_Tagore Garden,CGWB,NORTH WEST,28.644938,77.107787,2023-05-16 18:00:00,2025-06-11 00:00:00,2940,2940,6.0,0.017,6.0,126.0,97.19,0.9719,26,14.0,13.426,19.225,17.802,13.426
cgwb_delhi,cgwb_delhi:gazipur crossing pz,gazipur crossing pz,CGWB,EAST,28.628056,77.318056,2023-09-01 00:00:00,2025-12-11 06:00:00,1844,1758,6.0,0.017,119.188,817.45,52.81,0.5539,28,25.994,27.727,31.65,30.235,25.994
cgwb_delhi,cgwb_delhi:Jaitpur Khadar RD3500 Pz_1,Jaitpur Khadar RD3500 Pz_1,CGWB,South East Delhi,28.5089,77.3406,2024-04-30 12:00:00,2025-09-04 00:00:00,1742,1742,6.0,6.0,27.6,102.0,88.61,0.8861,18,25.372,27.996,42.886,41.392,25.372
cgwb_delhi,cgwb_delhi:Janakpuri Pz_1,Janakpuri Pz_1,CGWB,WEST,28.63,77.09138889,2023-09-01 00:00:00,2025-11-14 12:00:00,2697,2537,6.0,0.017,18.0,1320.0,78.74,0.8371,26,12.138,11.312,20.667,19.297,11.312
cgwb_delhi,cgwb_delhi:Kabulline Pz,Kabulline Pz,CGWB,NEW DELHI,28.5922,77.1275,2023-09-08 00:00:00,2025-12-11 06:00:00,2695,2593,6.0,0.017,24.0,648.0,78.55,0.8164,28,9.093,9.616,25.35,23.907,9.093
cgwb_delhi,cgwb_delhi:Keshopur DJB WTP,Keshopur DJB WTP,CGWB,WEST,28.6525,77.08638889,2023-09-18 14:40:00,2025-05-24 06:00:00,2141,2141,6.0,0.017,20.918,918.267,87.23,0.8723,20,14.608,13.595,18.135,16.776,13.595
cgwb_delhi,cgwb_delhi:Kewal Park,Kewal Park,CGWB,NORTH,28.7185,77.1812,2023-09-07 00:00:00,2025-12-11 06:00:00,2292,2090,6.0,0.017,36.6,2084.867,63.24,0.6935,25,24.008,23.976,15.027,13.576,13.576
cgwb_delhi,cgwb_delhi:Khera Kalan Pz_1,Khera Kalan Pz_1,CGWB,NORTH,28.7694,77.1181,2023-09-29 16:34:00,2025-12-11 06:00:00,1950,1867,6.0,0.017,24.0,4530.0,58.09,0.6067,23,27.831,26.957,6.695,5.223,5.223
cgwb_delhi,cgwb_delhi:Lalita Park (Pz),Lalita Park (Pz),CGWB,Nazul Land,28.6325,77.2717,2023-09-01 00:00:00,2025-12-11 06:00:00,2606,2402,6.0,0.017,24.0,1253.233,72.15,0.7828,27,22.335,23.827,28.04,26.581,22.335
cgwb_delhi,cgwb_delhi:LodhiGarden(5hallow),LodhiGarden(5hallow),CGWB,NEW DELHI,28.5903,77.2164,2023-09-01 18:12:00,2025-12-09 12:01:00,2696,2557,6.0,0.017,36.0,882.0,77.04,0.8123,28,15.269,16.953,28.629,27.118,15.269
cgwb_delhi,cgwb_delhi:LodhiGarden (Deep),LodhiGarden (Deep),CGWB,NEW DELHI,28.5903,77.2164,2023-09-01 00:00:00,2025-12-11 06:00:00,3014,2563,6.0,0.017,29.28,618.0,76.99,0.9054,28,15.269,16.953,28.629,27.118,15.269
cgwb_delhi,cgwb_delhi:Majara Dabas_1,Majara Dabas_1,CGWB,NORTH WEST,28.7556,77.0058,2023-09-07 00:00:00,2025-12-11 06:00:00,2748,2552,6.0,0.017,27.24,738.0,77.22,0.8315,28,27.086,25.188,9.351,9.047,9.047
cgwb_delhi,cgwb_delhi:Narela DJB WTP,Narela DJB WTP,CGWB,NORTH,28.83666667,77.13444444,2023-09-01 00:00:00,2025-12-11 06:00:00,2330,2135,6.0,0.017,28.32,1464.0,64.13,0.6999,26,35.459,34.603,6.399,6.393,6.393
cgwb_delhi,cgwb_delhi:Nizampur_3,Nizampur_3,CGWB,NORTH WEST,28.7194,76.9667,2023-09-01 00:00:00,2025-12-11 06:00:00,2239,2163,6.0,0.017,66.0,738.0,64.97,0.6726,28,24.715,22.431,14.894,14.532,14.532
cgwb_delhi,cgwb_delhi:Palla Temple_1,Palla Temple_1,CGWB,NORTH,28.8225,77.2036,2023-09-01 00:00:00,2025-08-28 18:00:00,1959,1959,6.0,0.017,56.58,1704.0,67.3,0.673,23,35.564,35.258,12.701,12.134,12.134
cgwb_delhi,cgwb_delhi:PUSA (NRL) Pz,PUSA (NRL) Pz,CGWB,WEST,28.6392,77.1622,2023-09-07 00:00:00,2025-12-11 00:00:00,2721,2545,6.0,0.017,36.0,492.0,77.03,0.8235,28,15.315,15.729,21.396,19.891,15.315
