producer,station,lat,lon,n_obs,first,last,exact_zero_fraction,constant_fraction,coverage_fraction,longest_gap_days,n_days,qc_class
delhi_sw_gw,Okhla Jal Board,28.541703,77.265,2048,2023-10-26 00:00:00,2025-07-14 18:00:00,1.0,0.9995,0.8153,79.25,512,FAIL_DEAD_SENSOR
delhi_sw_gw,Palam_1,28.606234,77.169772,2022,2023-10-25 06:00:00,2025-07-14 00:00:00,1.0,0.9995,0.8376,79.25,526,FAIL_DEAD_SENSOR
delhi_sw_gw,Punjab Khor,28.77285,76.959988,1971,2023-03-04 12:57:00,2024-07-31 12:00:00,1.0,0.9995,0.9689,11.13,499,FAIL_DEAD_SENSOR
delhi_sw_gw,Qutab Garh_1,28.804576,76.959129,221,2023-03-06 14:16:00,2023-05-10 06:00:00,1.0,0.9955,0.8769,10.2,57,FAIL_DEAD_SENSOR
delhi_sw_gw,Roshanara Lake,28.674318,77.198205,2003,2023-10-25 12:00:00,2025-07-14 06:00:00,1.0,0.9995,0.8455,78.25,531,FAIL_DEAD_SENSOR
delhi_sw_gw,Salahpur Majra,28.772453,76.99233,874,2023-03-08 12:17:00,2024-07-31 18:00:00,1.0,0.9989,0.4238,167.8,217,FAIL_DEAD_SENSOR
delhi_sw_gw,Samaspur khalsa,28.573101,76.898219,2537,2023-04-06 12:00:00,2025-07-02 18:00:00,1.0,0.9996,0.7668,86.25,628,FAIL_DEAD_SENSOR
delhi_sw_gw,Sannoth Lake,28.835116,77.048643,1616,2023-12-08 00:00:00,2025-06-11 18:00:00,0.1708,0.1708,0.7319,80.25,404,PASS_WITH_GAPS
delhi_sw_gw,Sarangpur_1,28.536307,76.889225,388,2021-01-01 19:00:00,2024-07-31 18:00:00,1.0,0.9974,0.0757,1208.96,99,FAIL_DEAD_SENSOR
delhi_sw_gw,Sawda_1,28.710593,76.985882,321,2023-04-01 12:00:00,2023-06-30 12:00:00,1.0,0.9969,1.0,1.09,91,FAIL_DEAD_SENSOR
